filename,reasoning,is_reinsurance,is_main_contract,is_obligatory,proportional_or_non_proportional,insurance_type,class_of_business
2006-909109-0000893220-06-002390-w26495exv10w5.txt,"The document is a ""Commutation and Release Agreement"" between Trenwick America Reinsurance Corporation (the ""REINSURER"") and Philadelphia Consolidated Holding Corporation (the ""COMPANY""). The recitals state that the parties have entered into various reinsurance arrangements, referred to collectively as the ""Reinsurance Agreements,"" and that this agreement is intended to fully and finally terminate, release, settle, commute, and extinguish all obligations and liabilities under those Reinsurance Agreements.

This document is explicitly a commutation agreement, which is listed in the definition of reinsurance agreements as a document that modifies or terminates an existing reinsurance agreement. Therefore, it qualifies as a reinsurance agreement under the provided criteria.

However, it is not a main reinsurance contract, but rather an ancillary agreement that commutes and releases obligations under prior reinsurance contracts. It does not establish a new reinsurance contract but settles existing ones. Thus, it is not a main contract.

Because it is not a full reinsurance contract but a commutation of one, it cannot be classified as obligatory or facultative, nor can it be categorized as proportional or non-proportional. Similarly, while the underlying reinsurance agreements likely pertain to Non-Life (given the corporate structure and claim context such as ""M&F Fishing v. Sea Pac""), the current document does not specify the insurance type or class of business directly, and as a commutation, it is not itself a full reinsurance contract. Therefore, these fields should be marked as 'None'.",True,,,,,
2006-86312-0001104659-06-051107-a06-15227_1ex10d1.htm,"The document is an ""Assurance of Discontinuance"" entered into between The St. Paul Travelers Companies, Inc. and multiple state Attorneys General and the New York Superintendent of Insurance. It outlines findings related to improper business practices in the insurance and reinsurance sectors, such as contingent commission agreements, bid rigging in excess casualty insurance, and misuse of finite reinsurance. However, the document itself is not a reinsurance agreement. Instead, it is a regulatory settlement addressing misconduct, including aspects of reinsurance practices, but it does not establish or modify a reinsurance contract. It references reinsurance in the context of investigations and reporting obligations (e.g., SSAP 62 compliance), but these references are supervisory, not contractual. Therefore, the document is not a reinsurance agreement under the provided definitions.",False,,,,,
2006-874977-0001193125-06-052382-dex1033.htm,"The document is titled ""PROPERTY CATASTROPHE OVERLYING EXCESS OF LOSS REINSURANCE CONTRACT"" and is explicitly structured as a reinsurance agreement between multiple insurance companies (collectively referred to as the ""Company"") and State Auto Property and Casualty Insurance Company (the ""Reinsurer""). The contract outlines the terms under which the Reinsurer will indemnify the Company for losses exceeding a specified retention, up to a defined limit, which is characteristic of a reinsurance arrangement. It includes standard reinsurance clauses such as Ultimate Net Loss, Territory, Exclusions, Notice of Loss, Arbitration, and Insolvency, confirming its nature as a reinsurance contract. Therefore, it qualifies as a reinsurance agreement.

The document establishes the full terms of the reinsurance contract, including business covered, exclusions, limits, premium, and conditions. It is not merely an amendment or ancillary document but constitutes the entire agreement. Thus, it is a main contract.

The contract covers excess of loss reinsurance on a catastrophe basis, triggered after the ceding company sustains a loss in excess of $120 million per occurrence. This is a non-proportional form of reinsurance, as the Reinsurer pays only after a significant retention is exceeded, and the payout is not based on a proportional share of premiums or losses. There is no indication of proportional components, so it is classified as non-proportional.

The coverage applies to property-related policies such as Fire, Allied Lines, Homeowners, Farmowners, Commercial Multiple Peril (property coverages), Ocean Marine, Inland Marine, and Automobile Physical Damage. These are all Non-Life insurance lines. There is no indication of Life insurance coverage.

The primary class of business is Property, as the contract explicitly covers property damage from perils like windstorm, hail, fire, earthquake, etc., and excludes casualty and other lines. While some marine and physical damage coverages are included, they are all property-centric, so the dominant class is Property.",True,True,True,non-proportional,Non-Life,Property
2006-896159-0001193125-06-056531-dex108.htm,"The document is a credit agreement between ACE European Holdings No.2 Limited (the Borrower), ACE Limited (the Guarantor), and several banks, including The Royal Bank of Scotland plc and HSBC Securities (USA) Inc. The agreement outlines the terms for a £100,000,000 term loan facility, including the purpose of the loan (general corporate purposes), repayment terms, interest rates, and various covenants and conditions. The document does not mention any reinsurance or retrocession agreements, nor does it involve the transfer of insurance risk from one insurer to another. Instead, it is a financial instrument designed to provide funding to the Borrower. Therefore, it is not a reinsurance agreement.",False,,,,,
2006-1095996-0001193125-06-053793-dex1050.htm,"The document is a Borrowing Base Revolving Line of Credit Agreement between William Lyon Homes, Inc. and Wachovia Financial Services, Inc. This is a financing agreement for the development of residential subdivisions and construction of residential units. It is not a reinsurance agreement as defined in the instructions. The document outlines loan terms, collateral, interest rates, and covenants, which are typical of a credit agreement in the real estate development sector. It does not involve risk transfer between insurance companies, which is the hallmark of reinsurance. Therefore, it does not meet any of the criteria for being classified as a reinsurance agreement.",False,,,,,
2006-54480-0000950137-06-005644-c04856exv10w1.htm,"The document provided is an ""Amended and Restated Credit Agreement"" between The Kansas City Southern Railway Company and various lenders, including The Bank of Nova Scotia, Morgan Stanley, and others. It outlines the terms of a $371,134,375 million credit facility, including provisions for advances, letters of credit, interest rates, repayment terms, covenants, and conditions precedent to lending. The agreement also includes guaranty provisions by the parent company and subsidiary guarantors.

This document is clearly a financial credit agreement and not a reinsurance agreement. Reinsurance agreements involve the transfer of insurance risk from one insurer (the ceding company) to another (the reinsurer). The document does not mention any insurance or reinsurance activities, risk transfer between insurers, or any of the typical elements of reinsurance contracts such as ceding commissions, reinsurance premiums, or claims settlement procedures between insurers.

The document is specifically a credit agreement, which falls under the category of financial guarantees and credit instruments that are explicitly excluded from being considered reinsurance agreements according to the provided guidelines. It establishes a lending relationship between a borrower and lenders, with provisions for repayment, interest, and collateral, which is fundamentally different from a reinsurance relationship.

Therefore, this document is not a reinsurance agreement, and all subsequent fields that depend on it being a reinsurance agreement should be marked as None.",False,,,,,
2006-1049442-0001104659-06-074604-a06-21913_1ex10d2.htm,"The provided document is a Fixed Asset Credit Agreement, which is a loan agreement between borrowers (Pliant Corporation Pty Ltd., Pliant Corporation of Canada Ltd., Pliant Film Products GmbH, and Aspen Industrial, S.A. de C.V.) and lenders (with Merrill Lynch Bank USA as the Administrative Agent). This agreement outlines the terms for a revolving credit facility secured by the borrowers' fixed assets.

The document details loan amounts, interest rates, repayment terms, covenants, representations, and other conditions typical of a credit agreement. It includes definitions of terms, conditions for borrowing, events of default, and security interests in collateral.

This document is fundamentally a credit and loan agreement. It does not involve the transfer of insurance risk from one insurer (ceding company) to another (reinsurer). Instead, it is a financial instrument for corporate borrowing, secured by the borrowers' assets.

Based on the classification criteria provided:
- The document is not a reinsurance agreement. It is a credit agreement.
- Since it is not a reinsurance agreement, all subsequent fields related to reinsurance characteristics (main contract, obligatory, proportional/non-proportional, insurance type, class of business) are not applicable and should be None.",False,,,,,
2006-1064863-0000950133-06-000979-w17973exv10w32w2.txt,"The document is an amendment to a contract between the Health & Human Services Commission (HHSC) of Texas and Amerigroup Texas, Inc. for providing health services to the Medicaid STAR Program in the Harris Service Delivery Area. This is a direct agreement between a government agency and a health maintenance organization (HMO) for the provision of healthcare services to Medicaid beneficiaries. The contract outlines administrative requirements, scope of services, reporting requirements, and payment provisions based on capitation rates. It does not involve the transfer of insurance risk from one insurer to another, which is the hallmark of reinsurance. Instead, it is a direct healthcare service contract funded by the state. Therefore, it is not a reinsurance agreement. Since it is not a reinsurance agreement, all subsequent fields related to reinsurance characteristics are not applicable and should be set to None.",False,,,,,
2006-1267238-0001193125-06-051258-dex1015.htm,"The document is a Change in Control Severance Agreement between Assurant, Inc. and an executive, Bruce Camacho. It outlines the compensation and benefits the executive will receive in the event of a termination of employment following a change in control of the company. This type of agreement is a standard executive employment contract and is designed to secure executive retention during corporate transitions.

The document does not involve the transfer of insurance risk from one insurer to another or from a reinsurer to another reinsurer. It contains no provisions related to insurance or reinsurance, such as ceding premiums, assuming losses, coverage limits, or risk-sharing mechanisms. Instead, it focuses entirely on severance payments, welfare benefits, tax gross-ups, and conditions for termination.

Therefore, this document is not a reinsurance agreement as defined in the criteria. It is not related to any form of risk transfer in the context of insurance or reinsurance. It is also not an ancillary agreement to a reinsurance contract. As such, none of the downstream classifications (main contract, obligatory, proportional, insurance type, class of business) apply.",False,,,,,
2006-1272957-0001275287-06-004291-bw6698ex101.htm,"The provided document is a Credit Agreement between Bristol West Holdings, Inc. (the ""Borrower""), several lenders, and ING Capital LLC as the Administrative Agent. It outlines the terms under which the Lenders will provide credit to the Borrower in the form of Term Loans and Revolving Credit Loans, and the issuance of Letters of Credit.

The document defines several financial instruments and obligations, including ""Indebtedness,"" ""Guaranty Obligations,"" and ""Financial Reinsurance Agreements."" However, it does not establish or modify a reinsurance agreement. Instead, it is a financial loan agreement where the Borrower receives funds from lenders, which are to be repaid with interest.

The document does reference ""Regulated Insurance Companies"" and includes definitions for ""Insurance Contract,"" ""Reinsurance Agreement,"" and ""Retrocession Agreement,"" indicating that the Borrower operates in the insurance industry. However, this agreement itself is not a reinsurance contract. It is a credit facility for corporate financing, used to refinance existing debt, pay related expenses, and for general corporate purposes.

Therefore, the document is not a reinsurance agreement, nor does it modify one. It is a standard credit agreement, which falls under the category of financial guarantees or credit instruments, which are explicitly excluded from being considered reinsurance agreements.",False,,,,,
