filename,reasoning,is_reinsurance,is_main_contract,is_obligatory,proportional_or_non_proportional,insurance_type,class_of_business
2004-776867-0001047469-04-032898-a2145836zex-10.htm,"The document is a **Credit Agreement** that establishes revolving credit facilities, swing line loans, and letters of credit between White Mountains Insurance Group, Fund American Companies, and a syndicate of banks. It outlines loan terms, interest rates, covenants, events of default, and administrative provisions. There is no transfer of insurance risk, retrocession, or any of the reinsurance‑related arrangements listed in the criteria. It is a direct financing (loan) instrument, not an insurance or reinsurance contract. Therefore it should be classified as not being a reinsurance agreement.",False,,,,,
2004-912593-0000950124-04-003643-k86668exv10w7.txt,"The document is a **loan agreement** between Sun Indian Creek LLC (Borrower) and Bank of America (Lender). It details borrowing terms, collateral, loan covenants, and related security arrangements. Loan agreements are listed among the documents that **are not** considered reinsurance agreements. Consequently, this document does not meet any of the criteria for a reinsurance contract, main reinsurance contract, or ancillary reinsurance amendment. Because it is not a reinsurance agreement, all contract‑specific classifications (obligatory status, proportionality, insurance type, class of business) are not applicable.",False,,,,,
2004-1064863-0000950133-04-000778-w94566exv10w6w3.htm,"The document is an amendment to a primary managed‑care contract between Amerigroup (a health‑maintenance organization) and the State of New Jersey Department of Human Services. It defines the provision of HMO services, eligibility, benefit packages, payment mechanisms, and administrative requirements. No party is acting as a reinsurer, and there is no transfer of insurance risk from one insurer to another. The content therefore does not fit any of the categories listed as reinsurance agreements (e.g., reinsurance, retrocession, loss‑portfolio‑transfer, etc.). Consequently, this is not a reinsurance agreement.",False,,,,,
2004-740125-0001193125-04-135366-dex10b.htm,"The document is a **Stock Purchase Agreement** governing the sale and purchase of shares of a reinsurance company. Its primary purpose is the transfer of corporate equity, not the transfer of insurance risk. Although the agreement references existing reinsurance contracts (e.g., Quota Share Retrocessional Agreement, Stop‑Loss Reinsurance Agreement) and contains provisions for novating or commuting those contracts, the agreement itself is not a reinsurance treaty, retrocession, loss‑portfolio‑transfer, or any other form of risk‑transfer contract listed in the reinsurance definitions. Consequently, it does **not** meet the criteria for a reinsurance agreement.

Given that the document is not a reinsurance contract, all reinsurance‑specific classification fields should be set to `None`.",False,,,,,
2004-847431-0001116679-04-000451-nym-5510815.txt,"The document is a First Supplemental Indenture that amends the original indenture for NYMAGIC, Inc.’s 6.50 % Senior Notes due 2014. It sets forth the terms, definitions, creation, redemption, and transfer provisions of a corporate debt security. The content deals solely with the issuance and administration of senior notes (a form of bond) and contains no language transferring insurance or reinsurance risk, no reference to insurance policies, reinsurance treaties, retrocession, or any of the defined reinsurance contract types. Therefore it does not meet any of the criteria for a reinsurance agreement.",False,,,,,
2004-921929-0000921929-04-000006-f9ilfcexb.htm,"The document is an **Aircraft Lease Agreement** between International Lease Finance Corporation (the lessor) and Frontier Airlines (the lessee). It details lease terms, delivery, payments, maintenance, insurance, and various operational provisions for a specific aircraft (Airbus A319‑111). The content is clearly a commercial leasing contract for an aircraft, not a reinsurance, retrocession, or any other type of risk transfer agreement. It does not transfer insurance risk from one insurer to another, nor does it amend or modify an existing reinsurance treaty. Therefore, it does not meet any of the criteria for a reinsurance agreement.

Since it is not a reinsurance document:
- **is_reinsurance** is False.
- It does not establish a main reinsurance contract, so **is_main_contract** is None.
- It is not an obligatory reinsurance contract, so **is_obligatory** is None.
- Proportional vs. non‑proportional classification is irrelevant, so **proportional_or_non_proportional** is None.
- The document does not pertain to Life or Non‑Life insurance, so **insurance_type** is None.
- No class of insurance business applies, so **class_of_business** is None.",False,,,,,
2004-912593-0000950124-04-003643-k86668exv10w1.txt,"The document is a **commercial loan agreement** between a bank (Bank of America) and several real‑estate holding entities. It details loan terms, covenants, security, insurance requirements, and property‑related obligations. There is no transfer of insurance risk, no reinsurance treaty, retrocession, or any other form of reinsurance contract. Consequently it does not meet any of the “reinsurance” categories listed.

- **Is it a reinsurance agreement?** No. It is a loan document, not a reinsurance or related agreement.  
- **Is it a main reinsurance contract or an ancillary agreement?** Not applicable → `null`.  
- **Is it an obligatory reinsurance contract?** Not applicable → `null`.  
- **Proportional vs non‑proportional:** Not applicable → `null`.  
- **Insurance type (Life/Non‑Life):** Not applicable → `null`.  
- **Class of business:** Not applicable → `null`.",False,,,,,
2004-73952-0000073952-04-000074-exh10.txt,"The document is Exhibit 10 of Ohio Casualty’s 2004 Executive Management Team Annual Incentive Program. It specifies eligibility criteria, bonus calculations, and administrative provisions for employee compensation. It does not transfer insurance risk, nor does it constitute a reinsurance, retrocession, or any other type of risk‑transfer agreement listed in the guidance. Therefore it is not a reinsurance agreement and none of the subsequent reinsurance‑specific classifications apply.",False,,,,,
2004-861819-0000950134-04-003200-h12901exv10w37.htm,"The document is a lengthy Purchase and Sale Agreement (PSA) for the sale of real property (land) between Nuevo Energy Company and Tonner Hills entities. It details real‑estate transactions, development obligations, environmental permits, escrow, indemnities, and related guarantees. The content does not involve any transfer of insurance risk, reinsurance treaties, retrocession, loss‑portfolio transfers, or any of the other instruments listed as reinsurance agreements. It is purely a real‑estate sale and development contract, not an insurance or reinsurance document.

Therefore, according to the classification rules, this document is **not** a reinsurance agreement.",False,,,,,
2004-913144-0000950136-04-003808-file002.htm,"The document is a “Second Amended and Restated Credit Agreement” between RenaissanceRe Holdings Ltd. (the Borrower) and a group of financial institutions. Its purpose is to provide revolving loan commitments, letters of credit, and related financing terms. Although the agreement contains numerous definitions related to reinsurance (e.g., “Reinsurance Agreements,” “Reinsurance Net Worth,” “Catastrophe Bond”), those are referenced only because the Borrower is a reinsurance company and the credit facilities are used to support its insurance and reinsurance activities. The core of the document is a loan/credit facility, not a contract transferring insurance risk from the Borrower to a reinsurer. Therefore it does not meet the criteria for a reinsurance agreement.

According to the provided classification rules, this is **not** a reinsurance agreement, so all contract‑specific fields should be set to None.",False,,,,,
